Año;Tipo territorio;Código territorio;Territorio;Valor;Estado dato
2009;Municipios;1662;Valverde de Alcalá;-0.49;
2009;Municipios;1678;Velilla de San Antonio;3.22;
2009;Municipios;1684;Vellón (El);2.76;
2009;Municipios;1697;Venturada;0.79;
2009;Municipios;1718;Villa del Prado;3.14;
2009;Municipios;1701;Villaconejos;3.01;
2009;Municipios;1723;Villalbilla;2.14;
2009;Municipios;1739;Villamanrique de Tajo;4.21;
2009;Municipios;1744;Villamanta;2.12;
2009;Municipios;1757;Villamantilla;0.37;
2009;Municipios;1760;Villanueva de la Cañada;1.49;
2009;Municipios;1782;Villanueva de Perales;0.74;
2009;Municipios;1776;Villanueva del Pardillo;1.98;
2009;Municipios;1795;Villar del Olmo;1.67;
2009;Municipios;1809;Villarejo de Salvanés;3.79;
2009;Municipios;1816;Villaviciosa de Odón;1.50;
2009;Municipios;1821;Villavieja del Lozoya;0.81;
2009;Municipios;1837;Zarzalejo;2.70;
2009;Zonas Estadísticas;03;Este Metropolitano;3.20;
2009;Zonas Estadísticas;01;Municipio de Madrid;1.93;
2009;Zonas Estadísticas;07;Nordeste Comunidad;3.06;
2009;Zonas Estadísticas;02;Norte Metropolitano;2.12;
2009;Zonas Estadísticas;05;Oeste Metropolitano;1.46;
2009;Zonas Estadísticas;11;Sierra Central;1.94;
2009;Zonas Estadísticas;06;Sierra Norte;2.28;
2009;Zonas Estadísticas;10;Sierra Sur;2.65;
2009;Zonas Estadísticas;08;Sudeste Comunidad;3.41;
2009;Zonas Estadísticas;09;Sudoeste Comunidad;2.43;
2009;Zonas Estadísticas;04;Sur Metropolitano;3.06;
2010;Comunidad de Madrid;;Comunidad de Madrid;1.08;
2010;Municipios;0014;Acebeda (La);6.84;
2010;Municipios;0029;Ajalvir;1.58;
2010;Municipios;0035;Alameda del Valle;2.89;
2010;Municipios;0040;Álamo (El);1.24;
2010;Municipios;0053;Alcalá de Henares;1.10;
2010;Municipios;0066;Alcobendas;1.03;
2010;Municipios;0072;Alcorcón;0.99;
2010;Municipios;0088;Aldea del Fresno;2.44;
2010;Municipios;0091;Algete;1.24;
2010;Municipios;0105;Alpedrete;0.34;
2010;Municipios;0112;Ambite;2.35;
2010;Municipios;0127;Anchuelo;3.60;
2010;Municipios;0133;Aranjuez;1.13;
2010;Municipios;0148;Arganda del Rey;1.21;
2010;Municipios;0151;Arroyomolinos;1.01;
2010;Municipios;0164;Atazar (El);5.09;
2010;Municipios;0170;Batres;1.80;
2010;Municipios;0186;Becerril de la Sierra;1.01;
2010;Municipios;0199;Belmonte de Tajo;2.89;
2010;Municipios;0210;Berrueco (El);2.62;
2010;Municipios;0203;Berzosa del Lozoya;0.83;
2010;Municipios;0225;Boadilla del Monte;0.65;
2010;Municipios;0231;Boalo (El);0.51;
2010;Municipios;0246;Braojos;3.12;
2010;Municipios;0259;Brea de Tajo;2.96;
2010;Municipios;0262;Brunete;0.81;
2010;Municipios;0278;Buitrago del Lozoya;1.23;
2010;Municipios;0284;Bustarviejo;2.72;
2010;Municipios;0297;Cabanillas de la Sierra;2.16;
2010;Municipios;0301;Cabrera (La);1.62;
2010;Municipios;0318;Cadalso de los Vidrios;1.89;
2010;Municipios;0323;Camarma de Esteruelas;1.22;
2010;Municipios;0339;Campo Real;3.00;
2010;Municipios;0344;Canencia;1.35;
2010;Municipios;0357;Carabaña;2.22;
2010;Municipios;0360;Casarrubuelos;1.99;
2010;Municipios;0376;Cenicientos;1.65;
2010;Municipios;0382;Cercedilla;0.87;
2010;Municipios;0395;Cervera de Buitrago;5.90;
2010;Municipios;0513;Chapinería;2.78;
2010;Municipios;0528;Chinchón;1.12;
2010;Municipios;0409;Ciempozuelos;1.20;
2010;Municipios;0416;Cobeña;0.66;
2010;Municipios;0468;Collado Mediano;1.62;
2010;Municipios;0474;Collado Villalba;0.85;
2010;Municipios;0437;Colmenar de Oreja;2.14;
2010;Municipios;0421;Colmenar del Arroyo;1.64;
2010;Municipios;0455;Colmenar Viejo;1.24;
2010;Municipios;0442;Colmenarejo;0.59;
2010;Municipios;0480;Corpa;2.95;
2010;Municipios;0493;Coslada;0.95;
2010;Municipios;0506;Cubas de la Sagra;1.31;
2010;Municipios;0534;Daganzo de Arriba;1.30;
2010;Municipios;0549;Escorial (El);0.97;
2010;Municipios;0552;Estremera;1.10;
2010;Municipios;0565;Fresnedillas de la Oliva;2.37;
2010;Municipios;0571;Fresno de Torote;1.20;
2010;Municipios;0587;Fuenlabrada;1.17;
2010;Municipios;0590;Fuente el Saz de Jarama;1.29;
2010;Municipios;0604;Fuentidueña de Tajo;0.88;
2010;Municipios;0611;Galapagar;1.13;
2010;Municipios;0626;Garganta de los Montes;1.74;
2010;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;2.11;
2010;Municipios;0647;Gascones;5.87;
2010;Municipios;0650;Getafe;0.97;
2010;Municipios;0663;Griñón;0.83;
2010;Municipios;0679;Guadalix de la Sierra;1.50;
2010;Municipios;0685;Guadarrama;0.82;
2010;Municipios;0698;Hiruela (La);0.16;
2010;Municipios;0702;Horcajo de la Sierra-Aoslos;7.04;
2010;Municipios;0719;Horcajuelo de la Sierra;-0.19;
2010;Municipios;0724;Hoyo de Manzanares;0.77;
2010;Municipios;0730;Humanes de Madrid;1.06;
2010;Municipios;0745;Leganés;1.17;
2010;Municipios;0758;Loeches;1.61;
2010;Municipios;0761;Lozoya;2.12;
2010;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;-0.55;
2010;Municipios;0783;Madarcos;6.12;
2010;Municipios;0796;Madrid;1.04;
2010;Municipios;0800;Majadahonda;0.76;
2010;Municipios;0822;Manzanares el Real;2.02;
2010;Municipios;0838;Meco;1.07;
2010;Municipios;0843;Mejorada del Campo;1.14;
2010;Municipios;0856;Miraflores de la Sierra;1.03;
2010;Municipios;0869;Molar (El);1.20;
2010;Municipios;0875;Molinos (Los);0.89;
2010;Municipios;0881;Montejo de la Sierra;4.36;
2010;Municipios;0894;Moraleja de Enmedio;0.39;
2010;Municipios;0908;Moralzarzal;1.10;
2010;Municipios;0915;Morata de Tajuña;2.17;
2010;Municipios;0920;Móstoles;1.03;
2010;Municipios;0936;Navacerrada;0.48;
2010;Municipios;0941;Navalafuente;1.10;
2010;Municipios;0954;Navalagamella;2.11;
2010;Municipios;0967;Navalcarnero;1.16;
2010;Municipios;0973;Navarredonda y San Mamés;-1.35;
2010;Municipios;0992;Navas del Rey;2.28;
2010;Municipios;1006;Nuevo Baztán;1.73;
2010;Municipios;1013;Olmeda de las Fuentes;0.11;
2010;Municipios;1028;Orusco de Tajuña;3.58;
2010;Municipios;1049;Paracuellos de Jarama;0.87;
2010;Municipios;1065;Parla;1.89;
2010;Municipios;1071;Patones;1.12;
2010;Municipios;1087;Pedrezuela;1.72;
2010;Municipios;1090;Pelayos de la Presa;3.55;
2010;Municipios;1104;Perales de Tajuña;1.46;
2010;Municipios;1111;Pezuela de las Torres;2.32;
2010;Municipios;1126;Pinilla del Valle;0.77;
2010;Municipios;1132;Pinto;1.38;
2010;Municipios;1147;Piñuécar-Gandullas;2.29;
2010;Municipios;1150;Pozuelo de Alarcón;0.70;
2010;Municipios;1163;Pozuelo del Rey;2.27;
2010;Municipios;1179;Prádena del Rincón;3.71;
2010;Municipios;1185;Puebla de la Sierra;4.47;
2010;Municipios;9020;Puentes Viejas;2.56;
2010;Municipios;1198;Quijorna;1.22;
2010;Municipios;1202;Rascafría;2.23;
2010;Municipios;1219;Redueña;0.02;
2010;Municipios;1224;Ribatejada;1.01;
2010;Municipios;1230;Rivas-Vaciamadrid;1.04;
2010;Municipios;1245;Robledillo de la Jara;-0.16;
2010;Municipios;1258;Robledo de Chavela;1.03;
2010;Municipios;1261;Robregordo;0.00;
2010;Municipios;1277;Rozas de Madrid (Las);0.87;
2010;Municipios;1283;Rozas de Puerto Real;4.83;
2010;Municipios;1296;San Agustín del Guadalix;0.88;
2010;Municipios;1300;San Fernando de Henares;0.74;
2010;Municipios;1317;San Lorenzo de El Escorial;0.54;
2010;Municipios;1322;San Martín de la Vega;2.29;
2010;Municipios;1338;San Martín de Valdeiglesias;1.61;
2010;Municipios;1343;San Sebastián de los Reyes;1.15;
2010;Municipios;1356;Santa María de la Alameda;2.68;
2010;Municipios;1369;Santorcaz;-0.45;
2010;Municipios;1375;Santos de la Humosa (Los);1.24;
2010;Municipios;1381;Serna del Monte (La);3.23;
2010;Municipios;1408;Serranillos del Valle;1.53;
2010;Municipios;1415;Sevilla la Nueva;1.18;
2010;Municipios;1436;Somosierra;4.86;
2010;Municipios;1441;Soto del Real;0.75;
2010;Municipios;1454;Talamanca de Jarama;0.60;
2010;Municipios;1467;Tielmes;2.27;
2010;Municipios;1473;Titulcia;3.37;
2010;Municipios;1489;Torrejón de Ardoz;1.48;
2010;Municipios;1492;Torrejón de la Calzada;1.22;
2010;Municipios;1505;Torrejón de Velasco;0.79;
2010;Municipios;1512;Torrelaguna;1.02;
2010;Municipios;1527;Torrelodones;0.66;
2010;Municipios;1533;Torremocha de Jarama;1.99;
2010;Municipios;1548;Torres de la Alameda;1.31;
2010;Municipios;9036;Tres Cantos;0.73;
2010;Municipios;1551;Valdaracete;-1.06;
2010;Municipios;1564;Valdeavero;2.71;
2010;Municipios;1570;Valdelaguna;3.25;
2010;Municipios;1586;Valdemanco;1.59;
2010;Municipios;1599;Valdemaqueda;1.89;
2010;Municipios;1603;Valdemorillo;1.14;
2010;Municipios;1610;Valdemoro;1.08;
2010;Municipios;1625;Valdeolmos-Alalpardo;1.14;
2010;Municipios;1631;Valdepiélagos;2.16;
2010;Municipios;1646;Valdetorres de Jarama;1.77;
2010;Municipios;1659;Valdilecha;1.77;
2010;Municipios;1662;Valverde de Alcalá;2.63;
2010;Municipios;1678;Velilla de San Antonio;1.05;
2010;Municipios;1684;Vellón (El);1.72;
2010;Municipios;1697;Venturada;1.16;
2010;Municipios;1718;Villa del Prado;0.68;
2010;Municipios;1701;Villaconejos;0.59;
2010;Municipios;1723;Villalbilla;1.41;
2010;Municipios;1739;Villamanrique de Tajo;2.17;
2010;Municipios;1744;Villamanta;1.68;
2010;Municipios;1757;Villamantilla;1.24;
2010;Municipios;1760;Villanueva de la Cañada;0.91;
2010;Municipios;1782;Villanueva de Perales;1.48;
2010;Municipios;1776;Villanueva del Pardillo;1.06;
2010;Municipios;1795;Villar del Olmo;2.76;
2010;Municipios;1809;Villarejo de Salvanés;2.14;
2010;Municipios;1816;Villaviciosa de Odón;0.47;
2010;Municipios;1821;Villavieja del Lozoya;0.47;
2010;Municipios;1837;Zarzalejo;2.07;
2010;Zonas Estadísticas;03;Este Metropolitano;1.11;
2010;Zonas Estadísticas;01;Municipio de Madrid;1.04;
2010;Zonas Estadísticas;07;Nordeste Comunidad;1.25;
2010;Zonas Estadísticas;02;Norte Metropolitano;1.05;
2010;Zonas Estadísticas;05;Oeste Metropolitano;0.81;
2010;Zonas Estadísticas;11;Sierra Central;0.90;
2010;Zonas Estadísticas;06;Sierra Norte;1.68;
2010;Zonas Estadísticas;10;Sierra Sur;2.02;
2010;Zonas Estadísticas;08;Sudeste Comunidad;1.81;
2010;Zonas Estadísticas;09;Sudoeste Comunidad;1.12;
2010;Zonas Estadísticas;04;Sur Metropolitano;1.19;
2011;Comunidad de Madrid;;Comunidad de Madrid;0.00;
2011;Municipios;0014;Acebeda (La);-2.02;
2011;Municipios;0029;Ajalvir;-0.34;
2011;Municipios;0035;Alameda del Valle;-0.62;
2011;Municipios;0040;Álamo (El);0.44;
2011;Municipios;0053;Alcalá de Henares;0.04;
2011;Municipios;0066;Alcobendas;0.04;
2011;Municipios;0072;Alcorcón;-0.08;
2011;Municipios;0088;Aldea del Fresno;-0.14;
2011;Municipios;0091;Algete;-0.23;
2011;Municipios;0105;Alpedrete;-0.13;
2011;Municipios;0112;Ambite;-0.13;
2011;Municipios;0127;Anchuelo;-2.28;
2011;Municipios;0133;Aranjuez;0.21;
2011;Municipios;0148;Arganda del Rey;-0.35;
2011;Municipios;0151;Arroyomolinos;0.28;
2011;Municipios;0164;Atazar (El);-4.90;
2011;Municipios;0170;Batres;-0.15;
2011;Municipios;0186;Becerril de la Sierra;0.64;
2011;Municipios;0199;Belmonte de Tajo;-0.16;
2011;Municipios;0210;Berrueco (El);0.35;
2011;Municipios;0203;Berzosa del Lozoya;1.60;
2011;Municipios;0225;Boadilla del Monte;-0.17;
2011;Municipios;0231;Boalo (El);0.09;
2011;Municipios;0246;Braojos;0.33;
2011;Municipios;0259;Brea de Tajo;-1.42;
2011;Municipios;0262;Brunete;0.21;
2011;Municipios;0278;Buitrago del Lozoya;1.99;
2011;Municipios;0284;Bustarviejo;-0.86;
2011;Municipios;0297;Cabanillas de la Sierra;0.87;
2011;Municipios;0301;Cabrera (La);0.87;
2011;Municipios;0318;Cadalso de los Vidrios;1.54;
2011;Municipios;0323;Camarma de Esteruelas;0.76;
2011;Municipios;0339;Campo Real;-0.65;
2011;Municipios;0344;Canencia;1.43;
2011;Municipios;0357;Carabaña;-0.78;
2011;Municipios;0360;Casarrubuelos;1.34;
2011;Municipios;0376;Cenicientos;1.55;
2011;Municipios;0382;Cercedilla;0.57;
2011;Municipios;0395;Cervera de Buitrago;-1.30;
2011;Municipios;0513;Chapinería;0.10;
2011;Municipios;0528;Chinchón;0.09;
2011;Municipios;0409;Ciempozuelos;-0.21;
2011;Municipios;0416;Cobeña;0.33;
2011;Municipios;0468;Collado Mediano;-0.26;
2011;Municipios;0474;Collado Villalba;0.00;
2011;Municipios;0437;Colmenar de Oreja;-0.38;
2011;Municipios;0421;Colmenar del Arroyo;0.76;
2011;Municipios;0455;Colmenar Viejo;-0.21;
2011;Municipios;0442;Colmenarejo;0.24;
2011;Municipios;0480;Corpa;-0.19;
2011;Municipios;0493;Coslada;-0.04;
2011;Municipios;0506;Cubas de la Sagra;0.36;
2011;Municipios;0534;Daganzo de Arriba;-0.27;
2011;Municipios;0549;Escorial (El);0.05;
2011;Municipios;0552;Estremera;0.09;
2011;Municipios;0565;Fresnedillas de la Oliva;0.23;
2011;Municipios;0571;Fresno de Torote;-0.74;
2011;Municipios;0587;Fuenlabrada;-0.21;
2011;Municipios;0590;Fuente el Saz de Jarama;0.20;
2011;Municipios;0604;Fuentidueña de Tajo;1.82;
2011;Municipios;0611;Galapagar;0.02;
2011;Municipios;0626;Garganta de los Montes;1.97;
2011;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;0.78;
2011;Municipios;0647;Gascones;-2.17;
2011;Municipios;0650;Getafe;0.00;
2011;Municipios;0663;Griñón;0.10;
2011;Municipios;0679;Guadalix de la Sierra;0.08;
2011;Municipios;0685;Guadarrama;0.34;
2011;Municipios;0698;Hiruela (La);0.30;
2011;Municipios;0702;Horcajo de la Sierra-Aoslos;-4.79;
2011;Municipios;0719;Horcajuelo de la Sierra;-0.29;
2011;Municipios;0724;Hoyo de Manzanares;0.39;
2011;Municipios;0730;Humanes de Madrid;-0.14;
2011;Municipios;0745;Leganés;-0.01;
2011;Municipios;0758;Loeches;-0.03;
2011;Municipios;0761;Lozoya;-1.15;
2011;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;-0.98;
2011;Municipios;0783;Madarcos;-2.55;
2011;Municipios;0796;Madrid;0.00;
2011;Municipios;0800;Majadahonda;-0.08;
2011;Municipios;0822;Manzanares el Real;-0.13;
2011;Municipios;0838;Meco;0.31;
2011;Municipios;0843;Mejorada del Campo;-0.01;
2011;Municipios;0856;Miraflores de la Sierra;0.94;
2011;Municipios;0869;Molar (El);-0.21;
2011;Municipios;0875;Molinos (Los);0.00;
2011;Municipios;0881;Montejo de la Sierra;-1.85;
2011;Municipios;0894;Moraleja de Enmedio;0.46;
2011;Municipios;0908;Moralzarzal;-0.33;
2011;Municipios;0915;Morata de Tajuña;-0.20;
2011;Municipios;0920;Móstoles;0.14;
2011;Municipios;0936;Navacerrada;0.01;
2011;Municipios;0941;Navalafuente;-1.69;
2011;Municipios;0954;Navalagamella;0.53;
2011;Municipios;0967;Navalcarnero;0.01;
2011;Municipios;0973;Navarredonda y San Mamés;1.19;
2011;Municipios;0992;Navas del Rey;-0.73;
2011;Municipios;1006;Nuevo Baztán;0.07;
2011;Municipios;1013;Olmeda de las Fuentes;0.55;
2011;Municipios;1028;Orusco de Tajuña;-0.62;
2011;Municipios;1049;Paracuellos de Jarama;-0.27;
2011;Municipios;1065;Parla;-0.28;
2011;Municipios;1071;Patones;-0.40;
2011;Municipios;1087;Pedrezuela;0.27;
2011;Municipios;1090;Pelayos de la Presa;0.32;
2011;Municipios;1104;Perales de Tajuña;0.78;
2011;Municipios;1111;Pezuela de las Torres;1.23;
2011;Municipios;1126;Pinilla del Valle;2.75;
2011;Municipios;1132;Pinto;-0.03;
2011;Municipios;1147;Piñuécar-Gandullas;0.11;
2011;Municipios;1150;Pozuelo de Alarcón;-0.03;
2011;Municipios;1163;Pozuelo del Rey;-0.37;
2011;Municipios;1179;Prádena del Rincón;-0.15;
2011;Municipios;1185;Puebla de la Sierra;-2.23;
2011;Municipios;9020;Puentes Viejas;-1.66;
2011;Municipios;1198;Quijorna;-0.40;
2011;Municipios;1202;Rascafría;-0.09;
2011;Municipios;1219;Redueña;-0.08;
2011;Municipios;1224;Ribatejada;-0.29;
2011;Municipios;1230;Rivas-Vaciamadrid;0.21;
2011;Municipios;1245;Robledillo de la Jara;-0.37;
2011;Municipios;1258;Robledo de Chavela;-0.57;
2011;Municipios;1261;Robregordo;4.42;
2011;Municipios;1277;Rozas de Madrid (Las);-0.08;
2011;Municipios;1283;Rozas de Puerto Real;-2.24;
2011;Municipios;1296;San Agustín del Guadalix;0.21;
2011;Municipios;1300;San Fernando de Henares;0.63;
2011;Municipios;1317;San Lorenzo de El Escorial;0.48;
2011;Municipios;1322;San Martín de la Vega;0.16;
2011;Municipios;1338;San Martín de Valdeiglesias;0.35;
2011;Municipios;1343;San Sebastián de los Reyes;-0.25;
2011;Municipios;1356;Santa María de la Alameda;-0.95;
2011;Municipios;1369;Santorcaz;2.24;
2011;Municipios;1375;Santos de la Humosa (Los);-0.51;
2011;Municipios;1381;Serna del Monte (La);-1.22;
2011;Municipios;1408;Serranillos del Valle;-0.90;
2011;Municipios;1415;Sevilla la Nueva;0.19;
2011;Municipios;1436;Somosierra;-1.62;
2011;Municipios;1441;Soto del Real;-0.19;
2011;Municipios;1454;Talamanca de Jarama;0.80;
2011;Municipios;1467;Tielmes;1.07;
2011;Municipios;1473;Titulcia;-0.13;
2011;Municipios;1489;Torrejón de Ardoz;-0.05;
2011;Municipios;1492;Torrejón de la Calzada;0.16;
2011;Municipios;1505;Torrejón de Velasco;0.48;
2011;Municipios;1512;Torrelaguna;0.10;
2011;Municipios;1527;Torrelodones;-0.26;
2011;Municipios;1533;Torremocha de Jarama;0.42;
2011;Municipios;1548;Torres de la Alameda;0.14;
2011;Municipios;9036;Tres Cantos;0.14;
2011;Municipios;1551;Valdaracete;-0.03;
2011;Municipios;1564;Valdeavero;0.08;
2011;Municipios;1570;Valdelaguna;-1.95;
2011;Municipios;1586;Valdemanco;0.28;
2011;Municipios;1599;Valdemaqueda;0.97;
2011;Municipios;1603;Valdemorillo;-0.02;
2011;Municipios;1610;Valdemoro;0.02;
2011;Municipios;1625;Valdeolmos-Alalpardo;-0.35;
2011;Municipios;1631;Valdepiélagos;-2.22;
2011;Municipios;1646;Valdetorres de Jarama;0.01;
2011;Municipios;1659;Valdilecha;1.12;
2011;Municipios;1662;Valverde de Alcalá;1.36;
2011;Municipios;1678;Velilla de San Antonio;-0.24;
2011;Municipios;1684;Vellón (El);-0.66;
2011;Municipios;1697;Venturada;0.21;
2011;Municipios;1718;Villa del Prado;0.72;
2011;Municipios;1701;Villaconejos;0.80;
2011;Municipios;1723;Villalbilla;-0.08;
2011;Municipios;1739;Villamanrique de Tajo;-0.96;
2011;Municipios;1744;Villamanta;0.26;
2011;Municipios;1757;Villamantilla;0.85;
2011;Municipios;1760;Villanueva de la Cañada;0.07;
2011;Municipios;1782;Villanueva de Perales;-0.08;
2011;Municipios;1776;Villanueva del Pardillo;-0.46;
2011;Municipios;1795;Villar del Olmo;0.32;
2011;Municipios;1809;Villarejo de Salvanés;-0.51;
2011;Municipios;1816;Villaviciosa de Odón;-0.35;
2011;Municipios;1821;Villavieja del Lozoya;-1.00;
2011;Municipios;1837;Zarzalejo;0.58;
2011;Zonas Estadísticas;03;Este Metropolitano;0.01;
2011;Zonas Estadísticas;01;Municipio de Madrid;0.00;
2011;Zonas Estadísticas;07;Nordeste Comunidad;0.06;
2011;Zonas Estadísticas;02;Norte Metropolitano;-0.06;
2011;Zonas Estadísticas;05;Oeste Metropolitano;-0.07;
2011;Zonas Estadísticas;11;Sierra Central;0.08;
2011;Zonas Estadísticas;06;Sierra Norte;0.03;
2011;Zonas Estadísticas;10;Sierra Sur;0.27;
2011;Zonas Estadísticas;08;Sudeste Comunidad;-0.04;
2011;Zonas Estadísticas;09;Sudoeste Comunidad;0.17;
2011;Zonas Estadísticas;04;Sur Metropolitano;-0.04;
2012;Comunidad de Madrid;;Comunidad de Madrid;0.74;
2012;Municipios;0014;Acebeda (La);2.78;
2012;Municipios;0029;Ajalvir;1.32;
2012;Municipios;0035;Alameda del Valle;0.50;
2012;Municipios;0040;Álamo (El);1.38;
2012;Municipios;0053;Alcalá de Henares;0.73;
2012;Municipios;0066;Alcobendas;0.62;
2012;Municipios;0072;Alcorcón;0.82;
2012;Municipios;0088;Aldea del Fresno;1.79;
2012;Municipios;0091;Algete;0.97;
2012;Municipios;0105;Alpedrete;1.12;
2012;Municipios;0112;Ambite;0.00;
2012;Municipios;0127;Anchuelo;1.70;
2012;Municipios;0133;Aranjuez;0.73;
2012;Municipios;0148;Arganda del Rey;1.28;
2012;Municipios;0151;Arroyomolinos;0.85;
2012;Municipios;0164;Atazar (El);8.82;
2012;Municipios;0170;Batres;1.45;
2012;Municipios;0186;Becerril de la Sierra;1.43;
2012;Municipios;0199;Belmonte de Tajo;-0.68;
2012;Municipios;0210;Berrueco (El);0.29;
2012;Municipios;0203;Berzosa del Lozoya;-0.24;
2012;Municipios;0225;Boadilla del Monte;0.28;
2012;Municipios;0231;Boalo (El);1.07;
2012;Municipios;0246;Braojos;0.68;
2012;Municipios;0259;Brea de Tajo;3.79;
2012;Municipios;0262;Brunete;0.82;
2012;Municipios;0278;Buitrago del Lozoya;-0.15;
2012;Municipios;0284;Bustarviejo;0.93;
2012;Municipios;0297;Cabanillas de la Sierra;-0.27;
2012;Municipios;0301;Cabrera (La);0.49;
2012;Municipios;0318;Cadalso de los Vidrios;2.54;
2012;Municipios;0323;Camarma de Esteruelas;0.63;
2012;Municipios;0339;Campo Real;1.12;
2012;Municipios;0344;Canencia;1.69;
2012;Municipios;0357;Carabaña;1.92;
2012;Municipios;0360;Casarrubuelos;0.46;
2012;Municipios;0376;Cenicientos;0.54;
2012;Municipios;0382;Cercedilla;1.01;
2012;Municipios;0395;Cervera de Buitrago;2.86;
2012;Municipios;0513;Chapinería;0.36;
2012;Municipios;0528;Chinchón;1.53;
2012;Municipios;0409;Ciempozuelos;1.19;
2012;Municipios;0416;Cobeña;1.07;
2012;Municipios;0468;Collado Mediano;1.98;
2012;Municipios;0474;Collado Villalba;1.17;
2012;Municipios;0437;Colmenar de Oreja;1.22;
2012;Municipios;0421;Colmenar del Arroyo;1.86;
2012;Municipios;0455;Colmenar Viejo;0.83;
2012;Municipios;0442;Colmenarejo;0.44;
2012;Municipios;0480;Corpa;4.37;
2012;Municipios;0493;Coslada;0.27;
2012;Municipios;0506;Cubas de la Sagra;0.87;
2012;Municipios;0534;Daganzo de Arriba;0.78;
2012;Municipios;0549;Escorial (El);0.98;
2012;Municipios;0552;Estremera;-0.05;
2012;Municipios;0565;Fresnedillas de la Oliva;2.51;
2012;Municipios;0571;Fresno de Torote;1.69;
2012;Municipios;0587;Fuenlabrada;0.80;
2012;Municipios;0590;Fuente el Saz de Jarama;1.41;
2012;Municipios;0604;Fuentidueña de Tajo;1.65;
2012;Municipios;0611;Galapagar;0.71;
2012;Municipios;0626;Garganta de los Montes;0.10;
2012;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;1.56;
2012;Municipios;0647;Gascones;1.59;
2012;Municipios;0650;Getafe;0.67;
2012;Municipios;0663;Griñón;1.09;
2012;Municipios;0679;Guadalix de la Sierra;0.84;
2012;Municipios;0685;Guadarrama;0.45;
2012;Municipios;0698;Hiruela (La);-1.82;
2012;Municipios;0702;Horcajo de la Sierra-Aoslos;1.41;
2012;Municipios;0719;Horcajuelo de la Sierra;5.55;
2012;Municipios;0724;Hoyo de Manzanares;0.50;
2012;Municipios;0730;Humanes de Madrid;0.86;
2012;Municipios;0745;Leganés;0.82;
2012;Municipios;0758;Loeches;1.14;
2012;Municipios;0761;Lozoya;2.31;
2012;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;2.48;
2012;Municipios;0783;Madarcos;5.86;
2012;Municipios;0796;Madrid;0.70;
2012;Municipios;0800;Majadahonda;0.54;
2012;Municipios;0822;Manzanares el Real;0.60;
2012;Municipios;0838;Meco;0.94;
2012;Municipios;0843;Mejorada del Campo;0.64;
2012;Municipios;0856;Miraflores de la Sierra;1.33;
2012;Municipios;0869;Molar (El);0.93;
2012;Municipios;0875;Molinos (Los);1.66;
2012;Municipios;0881;Montejo de la Sierra;0.60;
2012;Municipios;0894;Moraleja de Enmedio;1.01;
2012;Municipios;0908;Moralzarzal;1.18;
2012;Municipios;0915;Morata de Tajuña;2.22;
2012;Municipios;0920;Móstoles;0.86;
2012;Municipios;0936;Navacerrada;0.90;
2012;Municipios;0941;Navalafuente;3.00;
2012;Municipios;0954;Navalagamella;0.48;
2012;Municipios;0967;Navalcarnero;1.06;
2012;Municipios;0973;Navarredonda y San Mamés;-0.51;
2012;Municipios;0992;Navas del Rey;2.73;
2012;Municipios;1006;Nuevo Baztán;0.46;
2012;Municipios;1013;Olmeda de las Fuentes;-0.81;
2012;Municipios;1028;Orusco de Tajuña;2.21;
2012;Municipios;1049;Paracuellos de Jarama;0.86;
2012;Municipios;1065;Parla;1.11;
2012;Municipios;1071;Patones;1.29;
2012;Municipios;1087;Pedrezuela;1.07;
2012;Municipios;1090;Pelayos de la Presa;-0.26;
2012;Municipios;1104;Perales de Tajuña;2.30;
2012;Municipios;1111;Pezuela de las Torres;0.86;
2012;Municipios;1126;Pinilla del Valle;1.33;
2012;Municipios;1132;Pinto;0.83;
2012;Municipios;1147;Piñuécar-Gandullas;0.78;
2012;Municipios;1150;Pozuelo de Alarcón;0.28;
2012;Municipios;1163;Pozuelo del Rey;0.70;
2012;Municipios;1179;Prádena del Rincón;-2.22;
2012;Municipios;1185;Puebla de la Sierra;-0.83;
2012;Municipios;9020;Puentes Viejas;1.14;
2012;Municipios;1198;Quijorna;1.31;
2012;Municipios;1202;Rascafría;1.47;
2012;Municipios;1219;Redueña;1.55;
2012;Municipios;1224;Ribatejada;1.09;
2012;Municipios;1230;Rivas-Vaciamadrid;0.38;
2012;Municipios;1245;Robledillo de la Jara;3.66;
2012;Municipios;1258;Robledo de Chavela;1.91;
2012;Municipios;1261;Robregordo;1.63;
2012;Municipios;1277;Rozas de Madrid (Las);0.47;
2012;Municipios;1283;Rozas de Puerto Real;2.71;
2012;Municipios;1296;San Agustín del Guadalix;0.43;
2012;Municipios;1300;San Fernando de Henares;0.61;
2012;Municipios;1317;San Lorenzo de El Escorial;0.80;
2012;Municipios;1322;San Martín de la Vega;0.85;
2012;Municipios;1338;San Martín de Valdeiglesias;1.96;
2012;Municipios;1343;San Sebastián de los Reyes;0.67;
2012;Municipios;1356;Santa María de la Alameda;3.43;
