year,date,territory,unemp_rate,unemp_rate_yoy,unemp_rate_pp
2016,2016-01-01,municipios,262,3175.0,254.0
2016,2016-01-01,municipios,-49,-118.70229007633588,-311.0
2016,2016-01-01,municipios,-58,18.36734693877551,-9.0
2016,2016-01-01,municipios,-9,-84.48275862068965,49.0
2016,2016-01-01,municipios,-137,1422.2222222222222,-128.0
2016,2016-01-01,municipios,-236,72.26277372262773,-99.0
2016,2016-01-01,municipios,-101,-57.20338983050848,135.0
2016,2016-01-01,municipios,-54,-46.53465346534653,47.0
2016,2016-01-01,municipios,-393,627.7777777777777,-339.0
2016,2016-01-01,municipios,11,-102.79898218829517,404.0
2016,2016-01-01,municipios,-194,-1863.6363636363637,-205.0
2016,2016-01-01,municipios,-53,-72.68041237113403,141.0
2016,2016-01-01,municipios,112,-311.3207547169811,165.0
2016,2016-01-01,municipios,-96,-185.71428571428572,-208.0
2016,2016-01-01,municipios,-79,-17.708333333333336,17.0
2016,2016-01-01,municipios,-25,-68.35443037974683,54.0
2016,2016-01-01,municipios,-122,388.0,-97.0
2016,2016-01-01,municipios,-57,-53.278688524590166,65.0
2016,2016-01-01,municipios,-76,33.33333333333333,-19.0
2016,2016-01-01,municipios,-24,-68.42105263157895,52.0
2016,2016-01-01,municipios,-179,645.8333333333333,-155.0
2016,2016-01-01,municipios,-53,-70.39106145251397,126.0
2016,2016-01-01,municipios,-137,158.49056603773585,-84.0
2016,2016-01-01,municipios,-129,-5.839416058394164,8.0
2016,2016-01-01,municipios,-104,-19.379844961240313,25.0
2016,2016-01-01,municipios,-317,204.8076923076923,-213.0
2016,2016-01-01,municipios,-36,-88.64353312302839,281.0
2016,2016-01-01,municipios,-111,208.33333333333334,-75.0
2016,2016-01-01,municipios,-11,-90.09009009009009,100.0
2016,2016-01-01,municipios,-76,590.9090909090909,-65.0
2016,2016-01-01,municipios,-10,-86.8421052631579,66.0
2016,2016-01-01,municipios,-112,1019.9999999999999,-102.0
2016,2016-01-01,municipios,-77,-31.25,35.0
2016,2016-01-01,municipios,-75,-2.5974025974025983,2.0
2016,2016-01-01,municipios,-5,-93.33333333333333,70.0
2016,2016-01-01,municipios,7,-240.0,12.0
2016,2016-01-01,municipios,-10,-242.8571428571429,-17.0
2016,2016-01-01,municipios,-39,290.0,-29.0
2016,2016-01-01,municipios,-223,471.7948717948718,-184.0
2016,2016-01-01,municipios,47,-121.0762331838565,270.0
2016,2016-01-01,municipios,91,93.61702127659575,44.0
2016,2016-01-01,municipios,52,-42.85714285714286,-39.0
2016,2016-01-01,municipios,-77,-248.0769230769231,-129.0
2016,2016-01-01,municipios,22,-128.57142857142856,99.0
2016,2016-01-01,municipios,-9,-140.9090909090909,-31.0
2016,2016-01-01,municipios,-97,977.7777777777778,-88.0
2016,2016-01-01,municipios,-98,1.0309278350515427,-1.0
2016,2016-01-01,municipios,-173,76.53061224489797,-75.0
2016,2016-01-01,municipios,-98,-43.35260115606936,75.0
2016,2016-01-01,municipios,-1,-98.9795918367347,97.0
2016,2016-01-01,municipios,-73,7200.0,-72.0
2016,2016-01-01,municipios,-2,-97.26027397260275,71.0
2016,2016-01-01,municipios,29,-1550.0,31.0
2016,2016-01-01,municipios,-102,-451.72413793103453,-131.0
2016,2016-01-01,municipios,-13,-87.25490196078431,89.0
2016,2016-01-01,municipios,-65,400.0,-52.0
2016,2016-01-01,municipios,193,-396.9230769230769,258.0
2016,2016-01-01,municipios,-62,-132.12435233160622,-255.0
2016,2016-01-01,municipios,121,-295.16129032258067,183.0
2016,2016-01-01,municipios,-51,-142.1487603305785,-172.0
2016,2016-01-01,municipios,37,-172.54901960784315,88.0
2016,2016-01-01,municipios,-84,-327.02702702702703,-121.0
2016,2016-01-01,municipios,-7,-91.66666666666666,77.0
2016,2016-01-01,municipios,-67,857.1428571428571,-60.0
2016,2016-01-01,municipios,-52,-22.388059701492537,15.0
2016,2016-01-01,municipios,134,-357.69230769230774,186.0
2016,2016-01-01,municipios,-37,-127.61194029850746,-171.0
2017,2017-01-01,municipios,455,-1329.7297297297296,492.0
2017,2017-01-01,municipios,-108,-123.73626373626374,-563.0
2017,2017-01-01,municipios,-122,12.962962962962955,-14.0
2017,2017-01-01,municipios,87,-171.31147540983608,209.0
2017,2017-01-01,municipios,-108,-224.13793103448273,-195.0
2017,2017-01-01,municipios,75,-169.44444444444443,183.0
2017,2017-01-01,municipios,99,32.00000000000001,24.0
2017,2017-01-01,municipios,82,-17.17171717171717,-17.0
2017,2017-01-01,municipios,77,-6.0975609756097615,-5.0
2017,2017-01-01,municipios,83,7.792207792207795,6.0
2017,2017-01-01,municipios,-884,-1165.0602409638554,-967.0
2017,2017-01-01,municipios,-20,-97.73755656108597,864.0
2017,2017-01-01,municipios,94,-570.0,114.0
2017,2017-01-01,municipios,99,5.319148936170204,5.0
2017,2017-01-01,municipios,82,-17.17171717171717,-17.0
2017,2017-01-01,municipios,-12,-114.6341463414634,-94.0
2017,2017-01-01,municipios,0,-100.0,12.0
2017,2017-01-01,municipios,-116,-inf,-116.0
2017,2017-01-01,municipios,-271,133.6206896551724,-155.0
2017,2017-01-01,municipios,-178,-34.31734317343174,93.0
2017,2017-01-01,municipios,-419,135.39325842696627,-241.0
2017,2017-01-01,municipios,31,-107.39856801909309,450.0
2017,2017-01-01,municipios,-102,-429.0322580645162,-133.0
2017,2017-01-01,municipios,31,-130.3921568627451,133.0
2017,2017-01-01,municipios,259,735.483870967742,228.0
2017,2017-01-01,municipios,96,-62.934362934362944,-163.0
2017,2017-01-01,municipios,-111,-215.625,-207.0
2017,2017-01-01,municipios,-143,28.828828828828822,-32.0
2017,2017-01-01,municipios,-274,91.6083916083916,-131.0
2017,2017-01-01,municipios,93,-133.94160583941607,367.0
2017,2017-01-01,municipios,-285,-406.4516129032258,-378.0
2017,2017-01-01,municipios,-102,-64.21052631578948,183.0
2017,2017-01-01,municipios,77,-175.49019607843138,179.0
2017,2017-01-01,municipios,49,-36.36363636363637,-28.0
2017,2017-01-01,municipios,-376,-867.3469387755101,-425.0
2017,2017-01-01,municipios,-229,-39.09574468085106,147.0
2017,2017-01-01,municipios,84,-136.6812227074236,313.0
2017,2017-01-01,municipios,71,-15.476190476190476,-13.0
2017,2017-01-01,municipios,-252,-454.9295774647888,-323.0
2017,2017-01-01,municipios,-248,-1.5873015873015928,4.0
2017,2017-01-01,municipios,82,-133.06451612903226,330.0
2017,2017-01-01,municipios,8,-90.2439024390244,-74.0
2017,2017-01-01,municipios,48,500.0,40.0
2017,2017-01-01,municipios,9,-81.25,-39.0
2017,2017-01-01,municipios,74,722.2222222222222,65.0
2017,2017-01-01,municipios,-215,-390.5405405405405,-289.0
2017,2017-01-01,municipios,31,-114.41860465116278,246.0
2017,2017-01-01,municipios,84,170.96774193548384,53.0
2017,2017-01-01,municipios,36,-57.14285714285714,-48.0
2017,2017-01-01,municipios,75,108.33333333333334,39.0
2017,2017-01-01,municipios,71,-5.333333333333334,-4.0
2017,2017-01-01,municipios,-155,-318.3098591549296,-226.0
2017,2017-01-01,municipios,68,-143.8709677419355,223.0
2017,2017-01-01,municipios,55,-19.11764705882353,-13.0
2017,2017-01-01,municipios,9,-83.63636363636364,-46.0
2017,2017-01-01,municipios,-228,-2633.333333333333,-237.0
2017,2017-01-01,municipios,-176,-22.807017543859654,52.0
2017,2017-01-01,municipios,-123,-30.113636363636363,53.0
2017,2017-01-01,municipios,63,-151.21951219512195,186.0
2017,2017-01-01,municipios,-231,-466.66666666666663,-294.0
2017,2017-01-01,municipios,0,-100.0,231.0
2017,2017-01-01,municipios,67,inf,67.0
2017,2017-01-01,municipios,-138,-305.97014925373134,-205.0
2017,2017-01-01,municipios,2,-101.44927536231884,140.0
2017,2017-01-01,municipios,97,4750.0,95.0
2017,2017-01-01,municipios,96,-1.0309278350515427,-1.0
2017,2017-01-01,municipios,-151,-257.2916666666667,-247.0
2017,2017-01-01,municipios,73,-148.34437086092714,224.0
2017,2017-01-01,municipios,192,163.01369863013696,119.0
2017,2017-01-01,municipios,-206,-207.29166666666669,-398.0
2017,2017-01-01,municipios,5,-102.42718446601941,211.0
2017,2017-01-01,municipios,93,1760.0000000000002,88.0
2017,2017-01-01,municipios,-135,-245.16129032258064,-228.0
2017,2017-01-01,municipios,-103,-23.703703703703706,32.0
2017,2017-01-01,municipios,-126,22.330097087378633,-23.0
2017,2017-01-01,municipios,-124,-1.5873015873015928,2.0
2017,2017-01-01,municipios,41,-133.06451612903226,165.0
2017,2017-01-01,municipios,-208,-607.3170731707318,-249.0
2017,2017-01-01,municipios,65,-131.25,273.0
2017,2017-01-01,municipios,56,-13.846153846153841,-9.0
2017,2017-01-01,municipios,79,41.071428571428584,23.0
2017,2017-01-01,municipios,-138,-274.6835443037975,-217.0
2017,2017-01-01,municipios,86,-162.31884057971016,224.0
2017,2017-01-01,municipios,74,-13.953488372093027,-12.0
2017,2017-01-01,municipios,98,32.432432432432435,24.0
2017,2017-01-01,municipios,-113,-215.30612244897958,-211.0
2017,2017-01-01,municipios,52,-146.01769911504425,165.0
2017,2017-01-01,municipios,34,-34.61538461538461,-18.0
2017,2017-01-01,municipios,79,132.3529411764706,45.0
2017,2017-01-01,municipios,-108,-236.7088607594937,-187.0
2017,2017-01-01,municipios,-106,-1.851851851851849,2.0
2017,2017-01-01,municipios,71,-166.9811320754717,177.0
2017,2017-01-01,municipios,-272,-483.0985915492958,-343.0
2017,2017-01-01,municipios,-11,-95.95588235294117,261.0
2017,2017-01-01,municipios,-122,1009.0909090909091,-111.0
2017,2017-01-01,municipios,156,-227.8688524590164,278.0
2017,2017-01-01,municipios,-186,-219.23076923076925,-342.0
2017,2017-01-01,municipios,73,-139.247311827957,259.0
2017,2017-01-01,municipios,-251,-443.83561643835617,-324.0
2017,2017-01-01,municipios,-101,-59.76095617529881,150.0
2017,2017-01-01,municipios,31,-130.6930693069307,132.0
2017,2017-01-01,municipios,-144,-564.516129032258,-175.0
2017,2017-01-01,municipios,-199,38.19444444444444,-55.0
2017,2017-01-01,municipios,58,-129.14572864321607,257.0
2017,2017-01-01,municipios,26,-55.172413793103445,-32.0
2017,2017-01-01,municipios,-177,-780.7692307692307,-203.0
2017,2017-01-01,municipios,7,-103.954802259887,184.0
2017,2017-01-01,municipios,34,385.71428571428567,27.0
2017,2017-01-01,municipios,-112,-429.4117647058823,-146.0
2017,2017-01-01,municipios,-157,40.178571428571416,-45.0
2017,2017-01-01,municipios,15,-109.55414012738854,172.0
2017,2017-01-01,municipios,-164,-1193.3333333333333,-179.0
2017,2017-01-01,municipios,-293,78.65853658536585,-129.0
2017,2017-01-01,municipios,5,-101.70648464163823,298.0
2017,2017-01-01,municipios,26,420.0,21.0
2017,2017-01-01,municipios,15,-42.307692307692314,-11.0
2017,2017-01-01,municipios,-189,-1360.0,-204.0
2017,2017-01-01,municipios,28,-114.81481481481481,217.0
2017,2017-01-01,municipios,-233,-932.1428571428571,-261.0
2017,2017-01-01,municipios,58,-124.89270386266094,291.0
2017,2017-01-01,municipios,-247,-525.8620689655172,-305.0
2017,2017-01-01,municipios,-15,-93.92712550607287,232.0
2017,2017-01-01,municipios,-222,1380.0,-207.0
2017,2017-01-01,municipios,42,-118.91891891891892,264.0
2017,2017-01-01,municipios,-545,-1397.6190476190477,-587.0
2017,2017-01-01,municipios,2,-100.36697247706421,547.0
2017,2017-01-01,municipios,-116,-5900.0,-118.0
2017,2017-01-01,municipios,33,-128.44827586206898,149.0
2017,2017-01-01,municipios,84,154.54545454545453,51.0
2017,2017-01-01,municipios,-136,-261.9047619047619,-220.0
2017,2017-01-01,municipios,84,-161.76470588235296,220.0
2017,2017-01-01,municipios,92,9.523809523809534,8.0
2017,2017-01-01,municipios,86,-6.521739130434778,-6.0
2017,2017-01-01,municipios,-129,-250.0,-215.0
2017,2017-01-01,municipios,187,-244.9612403100775,316.0
2017,2017-01-01,municipios,26,-86.09625668449198,-161.0
2017,2017-01-01,municipios,-106,-507.6923076923077,-132.0
2017,2017-01-01,municipios,-649,512.2641509433962,-543.0
2017,2017-01-01,municipios,-10,-98.45916795069337,639.0
2017,2017-01-01,municipios,-243,2330.0,-233.0
2017,2017-01-01,municipios,-138,-43.20987654320988,105.0
2017,2017-01-01,municipios,-161,16.666666666666675,-23.0
2017,2017-01-01,municipios,-128,-20.496894409937894,33.0
2017,2017-01-01,municipios,6,-104.6875,134.0
2017,2017-01-01,municipios,-104,-1833.3333333333333,-110.0
2017,2017-01-01,municipios,15,-114.42307692307692,119.0
2017,2017-01-01,municipios,1,-93.33333333333333,-14.0
2017,2017-01-01,municipios,-183,-18400.0,-184.0
2017,2017-01-01,municipios,88,-148.0874316939891,271.0
2017,2017-01-01,municipios,61,-30.681818181818176,-27.0
2017,2017-01-01,municipios,-252,-513.1147540983607,-313.0
2017,2017-01-01,municipios,-171,-32.14285714285714,81.0
2017,2017-01-01,municipios,96,-156.140350877193,267.0
2017,2017-01-01,municipios,-113,-217.70833333333331,-209.0
2017,2017-01-01,municipios,-229,102.65486725663715,-116.0
2017,2017-01-01,municipios,63,-127.51091703056767,292.0
2017,2017-01-01,municipios,78,23.809523809523814,15.0
2017,2017-01-01,municipios,47,-39.743589743589745,-31.0
2017,2017-01-01,municipios,-135,-387.2340425531915,-182.0
2017,2017-01-01,municipios,-144,6.666666666666665,-9.0
2017,2017-01-01,municipios,-118,-18.055555555555557,26.0
2017,2017-01-01,municipios,88,-174.5762711864407,206.0
2017,2017-01-01,municipios,46,-47.72727272727273,-42.0
2017,2017-01-01,municipios,-151,-428.2608695652174,-197.0
2017,2017-01-01,municipios,84,-155.62913907284766,235.0
2017,2017-01-01,municipios,64,-23.809523809523814,-20.0
2017,2017-01-01,municipios,93,45.3125,29.0
2017,2017-01-01,municipios,77,-17.204301075268813,-16.0
2017,2017-01-01,municipios,-47,-161.03896103896105,-124.0
2017,2017-01-01,municipios,66,-240.4255319148936,113.0
2017,2017-01-01,municipios,-26,-139.3939393939394,-92.0
2017,2017-01-01,municipios,61,-334.61538461538464,87.0
2017,2017-01-01,municipios,-163,-367.21311475409834,-224.0
2017,2017-01-01,municipios,52,-131.90184049079755,215.0
2017,2017-01-01,municipios,4,-92.3076923076923,-48.0
2017,2017-01-01,municipios,-146,-3750.0,-150.0
2017,2017-01-01,municipios,41,-128.08219178082192,187.0
2017,2017-01-01,municipios,-291,-809.7560975609756,-332.0
2017,2017-01-01,municipios,-17,-94.15807560137456,274.0
2018,2018-01-01,municipios,-138,711.7647058823529,-121.0
2018,2018-01-01,municipios,-53,-61.59420289855073,85.0
2018,2018-01-01,municipios,-92,73.58490566037736,-39.0
2018,2018-01-01,municipios,-78,-15.217391304347828,14.0
2018,2018-01-01,municipios,-69,-11.538461538461542,9.0
2018,2018-01-01,municipios,-47,-31.88405797101449,22.0
2018,2018-01-01,municipios,-59,25.531914893617014,-12.0
2018,2018-01-01,municipios,-83,40.67796610169492,-24.0
2018,2018-01-01,municipios,-55,-33.734939759036145,28.0
2018,2018-01-01,municipios,-24,-56.363636363636374,31.0
2018,2018-01-01,municipios,199,-929.1666666666666,223.0
2018,2018-01-01,municipios,-32,-116.08040201005025,-231.0
2018,2018-01-01,municipios,-42,31.25,-10.0
2018,2018-01-01,municipios,-62,47.61904761904763,-20.0
2018,2018-01-01,municipios,-54,-12.903225806451612,8.0
2018,2018-01-01,municipios,31,-157.4074074074074,85.0
2018,2018-01-01,municipios,-48,-254.83870967741936,-79.0
2018,2018-01-01,municipios,-123,156.25,-75.0
2018,2018-01-01,municipios,13,-110.56910569105692,136.0
2018,2018-01-01,municipios,-147,-1230.769230769231,-160.0
2018,2018-01-01,municipios,166,-212.9251700680272,313.0
2018,2018-01-01,municipios,-28,-116.86746987951805,-194.0
2018,2018-01-01,municipios,-106,278.57142857142856,-78.0
2018,2018-01-01,municipios,154,-245.2830188679245,260.0
2018,2018-01-01,municipios,-64,-141.5584415584416,-218.0
2018,2018-01-01,municipios,-45,-29.6875,19.0
2018,2018-01-01,municipios,-71,57.77777777777777,-26.0
2018,2018-01-01,municipios,61,-185.91549295774647,132.0
2018,2018-01-01,municipios,0,-100.0,-61.0
2018,2018-01-01,municipios,-134,-inf,-134.0
2018,2018-01-01,municipios,2,-101.49253731343283,136.0
2018,2018-01-01,municipios,-94,-4800.0,-96.0
2018,2018-01-01,municipios,-99,5.319148936170204,-5.0
2018,2018-01-01,municipios,91,-191.91919191919192,190.0
2018,2018-01-01,municipios,27,-70.32967032967032,-64.0
2018,2018-01-01,municipios,-51,-288.88888888888886,-78.0
2018,2018-01-01,municipios,-38,-25.49019607843137,13.0
2018,2018-01-01,municipios,-57,50.0,-19.0
2018,2018-01-01,municipios,427,-849.1228070175439,484.0
2018,2018-01-01,municipios,44,-89.69555035128806,-383.0
2018,2018-01-01,municipios,-63,-243.18181818181816,-107.0
2018,2018-01-01,municipios,-76,20.63492063492063,-13.0
2018,2018-01-01,municipios,-51,-32.89473684210527,25.0
2018,2018-01-01,municipios,-14,-72.54901960784314,37.0
2018,2018-01-01,municipios,-68,385.71428571428567,-54.0
2018,2018-01-01,municipios,-53,-22.058823529411764,15.0
2018,2018-01-01,municipios,26,-149.0566037735849,79.0
2018,2018-01-01,municipios,-53,-303.8461538461538,-79.0
2018,2018-01-01,municipios,-59,11.32075471698113,-6.0
2018,2018-01-01,municipios,-117,98.30508474576271,-58.0
2018,2018-01-01,municipios,-49,-58.11965811965811,68.0
2018,2018-01-01,municipios,-82,67.34693877551021,-33.0
2018,2018-01-01,municipios,-41,-50.0,41.0
2018,2018-01-01,municipios,-12,-70.73170731707317,29.0
2018,2018-01-01,municipios,-34,183.33333333333334,-22.0
2018,2018-01-01,municipios,11,-132.35294117647058,45.0
2018,2018-01-01,municipios,-17,-254.54545454545453,-28.0
2018,2018-01-01,municipios,-81,376.4705882352941,-64.0
2018,2018-01-01,municipios,-31,-61.728395061728406,50.0
2018,2018-01-01,municipios,-134,332.258064516129,-103.0
2018,2018-01-01,municipios,-4,-97.01492537313433,130.0
2018,2018-01-01,municipios,-184,4500.0,-180.0
2018,2018-01-01,municipios,-68,-63.04347826086957,116.0
2018,2018-01-01,municipios,-97,42.64705882352941,-29.0
2018,2018-01-01,municipios,-62,-36.08247422680413,35.0
2018,2018-01-01,municipios,-35,-43.548387096774185,27.0
2018,2018-01-01,municipios,-4,-88.57142857142857,31.0
2018,2018-01-01,municipios,-34,750.0,-30.0
2018,2018-01-01,municipios,433,-1373.5294117647059,467.0
2018,2018-01-01,municipios,-2,-100.46189376443418,-435.0
2018,2018-01-01,municipios,-115,5650.0,-113.0
2018,2018-01-01,municipios,3,-102.60869565217392,118.0
2018,2018-01-01,municipios,-6,-300.0,-9.0
2018,2018-01-01,municipios,-75,1150.0,-69.0
2018,2018-01-01,municipios,-62,-17.333333333333336,13.0
2018,2018-01-01,municipios,-54,-12.903225806451612,8.0
2018,2018-01-01,municipios,-127,135.18518518518516,-73.0
2018,2018-01-01,municipios,634,-599.2125984251968,761.0
2018,2018-01-01,municipios,-45,-107.09779179810725,-679.0
2018,2018-01-01,municipios,-25,-44.44444444444444,20.0
2018,2018-01-01,municipios,-88,252.0,-63.0
2018,2018-01-01,municipios,-56,-36.36363636363637,32.0
2018,2018-01-01,municipios,-74,32.14285714285714,-18.0
2018,2018-01-01,municipios,-78,5.405405405405395,-4.0
2018,2018-01-01,municipios,-74,-5.128205128205132,4.0
2018,2018-01-01,municipios,-18,-75.67567567567568,56.0
2018,2018-01-01,municipios,-118,555.5555555555555,-100.0
2018,2018-01-01,municipios,-9,-92.37288135593221,109.0
2018,2018-01-01,municipios,-25,177.77777777777777,-16.0
2018,2018-01-01,municipios,-72,188.0,-47.0
2018,2018-01-01,municipios,-72,0.0,0.0
2018,2018-01-01,municipios,-113,56.94444444444444,-41.0
2018,2018-01-01,municipios,0,-100.0,113.0
2018,2018-01-01,municipios,-98,-inf,-98.0
2018,2018-01-01,municipios,-88,-10.204081632653061,10.0
2018,2018-01-01,municipios,-447,407.95454545454544,-359.0
2018,2018-01-01,municipios,-135,-69.79865771812081,312.0
2018,2018-01-01,municipios,-66,-51.11111111111111,69.0
2018,2018-01-01,municipios,161,-343.93939393939394,227.0
2018,2018-01-01,municipios,-22,-113.66459627329193,-183.0
2018,2018-01-01,municipios,-15,-31.818181818181824,7.0
2018,2018-01-01,municipios,-9,-40.0,6.0
2018,2018-01-01,municipios,-13,44.44444444444444,-4.0
2018,2018-01-01,municipios,-124,853.8461538461538,-111.0
2018,2018-01-01,municipios,-68,-45.16129032258065,56.0
2018,2018-01-01,municipios,87,-227.94117647058823,155.0
2018,2018-01-01,municipios,-77,-188.50574712643677,-164.0
2018,2018-01-01,municipios,-112,45.45454545454546,-35.0
2018,2018-01-01,municipios,-49,-56.25,63.0
2018,2018-01-01,municipios,265,-640.8163265306122,314.0
2018,2018-01-01,municipios,-3,-101.13207547169812,-268.0
2018,2018-01-01,municipios,6,-300.0,9.0
2018,2018-01-01,municipios,49,716.6666666666666,43.0
2018,2018-01-01,municipios,-489,-1097.9591836734694,-538.0
2018,2018-01-01,municipios,-12,-97.54601226993866,477.0
2018,2018-01-01,municipios,-59,391.6666666666667,-47.0
2018,2018-01-01,municipios,-21,-64.40677966101696,38.0
2018,2018-01-01,municipios,-119,466.6666666666667,-98.0
2018,2018-01-01,municipios,151,-226.890756302521,270.0
2018,2018-01-01,municipios,-45,-129.80132450331126,-196.0
2018,2018-01-01,municipios,0,-100.0,45.0
2018,2018-01-01,municipios,-43,-inf,-43.0
2018,2018-01-01,municipios,208,-583.7209302325581,251.0
2018,2018-01-01,municipios,-33,-115.86538461538463,-241.0
2018,2018-01-01,municipios,46,-239.3939393939394,79.0
2018,2018-01-01,municipios,-65,-241.30434782608697,-111.0
2018,2018-01-01,municipios,-32,-50.76923076923077,33.0
2018,2018-01-01,municipios,-35,9.375,-3.0
2018,2018-01-01,municipios,-132,277.1428571428571,-97.0
2018,2018-01-01,municipios,-89,-32.57575757575758,43.0
2018,2018-01-01,municipios,-61,-31.46067415730337,28.0
2018,2018-01-01,municipios,-6,-90.1639344262295,55.0
2018,2018-01-01,municipios,-195,3150.0,-189.0
2018,2018-01-01,municipios,9,-104.61538461538463,204.0
2018,2018-01-01,municipios,12,33.33333333333333,3.0
2018,2018-01-01,municipios,-153,-1375.0,-165.0
2018,2018-01-01,municipios,-18,-88.23529411764706,135.0
2018,2018-01-01,municipios,12,-166.66666666666666,30.0
2018,2018-01-01,municipios,-37,-408.33333333333337,-49.0
2018,2018-01-01,municipios,-2,-94.5945945945946,35.0
2018,2018-01-01,municipios,-32,1500.0,-30.0
2018,2018-01-01,municipios,-42,31.25,-10.0
2018,2018-01-01,municipios,-78,85.71428571428572,-36.0
2018,2018-01-01,municipios,-103,32.05128205128205,-25.0
2018,2018-01-01,municipios,-87,-15.533980582524276,16.0
2018,2018-01-01,municipios,-127,45.977011494252885,-40.0
2018,2018-01-01,municipios,-27,-78.74015748031495,100.0
2018,2018-01-01,municipios,87,-422.22222222222223,114.0
2018,2018-01-01,municipios,-56,-164.36781609195404,-143.0
2018,2018-01-01,municipios,-26,-53.57142857142857,30.0
2018,2018-01-01,municipios,72,-376.9230769230769,98.0
2018,2018-01-01,municipios,25,-65.27777777777779,-47.0
2018,2018-01-01,municipios,-87,-448.00000000000006,-112.0
2018,2018-01-01,municipios,-72,-17.24137931034483,15.0
2018,2018-01-01,municipios,-95,31.944444444444443,-23.0
2018,2018-01-01,municipios,-24,-74.73684210526315,71.0
2018,2018-01-01,municipios,-72,200.0,-48.0
2018,2018-01-01,municipios,-57,-20.833333333333336,15.0
2018,2018-01-01,municipios,-74,29.824561403508774,-17.0
2018,2018-01-01,municipios,-53,-28.37837837837838,21.0
2018,2018-01-01,municipios,-94,77.35849056603774,-41.0
2018,2018-01-01,municipios,-217,130.85106382978725,-123.0
2018,2018-01-01,municipios,-45,-79.26267281105991,172.0
2018,2018-01-01,municipios,-156,246.66666666666669,-111.0
2018,2018-01-01,municipios,-136,-12.82051282051282,20.0
2018,2018-01-01,municipios,-106,-22.058823529411764,30.0
2018,2018-01-01,municipios,-78,-26.415094339622648,28.0
2018,2018-01-01,municipios,-44,-43.58974358974359,34.0
2018,2018-01-01,municipios,195,-543.1818181818181,239.0
2018,2018-01-01,municipios,-135,-169.23076923076923,-330.0
2018,2018-01-01,municipios,8,-105.92592592592594,143.0
2018,2018-01-01,municipios,-25,-412.5,-33.0
2018,2018-01-01,municipios,79,-416.0,104.0
2018,2018-01-01,municipios,-35,-144.30379746835442,-114.0
2018,2018-01-01,municipios,-36,2.857142857142847,-1.0
2018,2018-01-01,municipios,1,-102.77777777777777,37.0
2018,2018-01-01,municipios,-5,-600.0,-6.0
2018,2018-01-01,municipios,54,-1180.0,59.0
2018,2018-01-01,municipios,-69,-227.77777777777777,-123.0
2019,2019-01-01,municipios,-209,202.8985507246377,-140.0
2019,2019-01-01,municipios,7,-103.34928229665073,216.0
2019,2019-01-01,municipios,9,28.57142857142858,2.0
2019,2019-01-01,municipios,-118,-1411.111111111111,-127.0
2019,2019-01-01,municipios,-42,-64.40677966101696,76.0
2019,2019-01-01,municipios,-46,9.523809523809534,-4.0
2019,2019-01-01,municipios,-49,6.521739130434789,-3.0
2019,2019-01-01,municipios,-191,289.7959183673469,-142.0
2019,2019-01-01,municipios,-47,-75.39267015706807,144.0
2019,2019-01-01,municipios,-19,-59.57446808510638,28.0
2019,2019-01-01,municipios,-268,1310.5263157894735,-249.0
2019,2019-01-01,municipios,4,-101.49253731343283,272.0
2019,2019-01-01,municipios,-35,-975.0,-39.0
2019,2019-01-01,municipios,-35,0.0,0.0
2019,2019-01-01,municipios,-58,65.71428571428572,-23.0
2019,2019-01-01,municipios,-191,229.31034482758622,-133.0
2019,2019-01-01,municipios,-94,-50.78534031413613,97.0
2019,2019-01-01,municipios,-19,-79.7872340425532,75.0
2019,2019-01-01,municipios,4,-121.05263157894737,23.0
2019,2019-01-01,municipios,-119,-3075.0,-123.0
2019,2019-01-01,municipios,-416,249.57983193277312,-297.0
2019,2019-01-01,municipios,-37,-91.10576923076923,379.0
2019,2019-01-01,municipios,-17,-54.054054054054056,20.0
2019,2019-01-01,municipios,-244,1335.2941176470588,-227.0
2019,2019-01-01,municipios,-189,-22.540983606557376,55.0
2019,2019-01-01,municipios,-22,-88.35978835978835,167.0
2019,2019-01-01,municipios,-29,31.818181818181813,-7.0
2019,2019-01-01,municipios,-101,248.27586206896552,-72.0
2019,2019-01-01,municipios,-15,-85.14851485148515,86.0
2019,2019-01-01,municipios,-12,-19.999999999999996,3.0
2019,2019-01-01,municipios,-217,1708.3333333333333,-205.0
2019,2019-01-01,municipios,-9,-95.85253456221197,208.0
2019,2019-01-01,municipios,-62,588.8888888888889,-53.0
2019,2019-01-01,municipios,-223,259.6774193548387,-161.0
2019,2019-01-01,municipios,-193,-13.452914798206283,30.0
2019,2019-01-01,municipios,-41,-78.75647668393782,152.0
2019,2019-01-01,municipios,-163,297.5609756097561,-122.0
2019,2019-01-01,municipios,-49,-69.93865030674846,114.0
2019,2019-01-01,municipios,-473,865.3061224489796,-424.0
2019,2019-01-01,municipios,-12,-97.46300211416491,461.0
2019,2019-01-01,municipios,-41,241.66666666666666,-29.0
2019,2019-01-01,municipios,-33,-19.512195121951216,8.0
2019,2019-01-01,municipios,-19,-42.42424242424242,14.0
2019,2019-01-01,municipios,-26,36.8421052631579,-7.0
2019,2019-01-01,municipios,-44,69.23076923076923,-18.0
2019,2019-01-01,municipios,-94,113.63636363636363,-50.0
2019,2019-01-01,municipios,-16,-82.97872340425532,78.0
2019,2019-01-01,municipios,-46,187.5,-30.0
2019,2019-01-01,municipios,-53,15.217391304347828,-7.0
